"store_id","product_brand","sale_revenue","returned_revenue","return_rate"
8,"Jumbo","297.79","3.72","1.25"
15,"Gorilla","1464.52","18.32","1.25"
12,"Best Choice","2177.27","27.20","1.25"
20,"American","233.33","2.92","1.25"
1,"Landslide","831.85","10.42","1.25"
13,"Thresher","1009.37","12.47","1.24"
8,"Carrington","1781.29","22.13","1.24"
11,"Framton","185.62","2.30","1.24"
3,"Walrus","669.41","8.27","1.24"
4,"High Top","1596.94","19.80","1.24"
12,"Landslide","1373.56","17.10","1.24"
13,"Applause","225.82","2.80","1.24"
12,"Hilltop","1244.00","15.38","1.24"
19,"Big Time","1936.44","24.03","1.24"
17,"Pleasant","2348.81","29.17","1.24"
21,"Cutting Edge","646.72","8.02","1.24"
13,"Better","2018.27","24.98","1.24"
23,"Steady","539.97","6.72","1.24"
16,"Carrington","2451.36","30.37","1.24"
1,"Consolidated","722.24","8.91","1.23"
15,"Urban","382.20","4.70","1.23"
23,"Tell Tale","1345.15","16.56","1.23"
6,"Pleasant","1318.83","16.23","1.23"
12,"Fabulous","652.68","8.02","1.23"
16,"Lake","1041.49","12.80","1.23"
16,"Ebony","3298.59","40.41","1.23"
15,"Club","1650.96","20.26","1.23"
17,"Golden","2842.54","34.93","1.23"
3,"Skinner","737.92","9.10","1.23"
19,"Colony","417.72","5.14","1.23"
11,"Excellent","926.55","11.38","1.23"
12,"Colossal","322.72","3.94","1.22"
19,"Excellent","600.85","7.32","1.22"
7,"Framton","187.82","2.30","1.22"
12,"High Top","2318.37","28.27","1.22"
15,"Nationeel","3027.75","36.89","1.22"
15,"Bird Call","1240.72","15.19","1.22"
21,"Pleasant","1093.53","13.37","1.22"
7,"Red Wing","2470.25","29.90","1.21"
17,"Excellent","1194.08","14.43","1.21"
11,"Landslide","1707.92","20.59","1.21"
3,"Modell","668.46","8.10","1.21"
15,"Applause","193.44","2.34","1.21"
3,"Pearl","400.33","4.86","1.21"
11,"Top Measure","625.00","7.53","1.20"
7,"Modell","749.77","8.99","1.20"
11,"Bravo","1842.39","22.03","1.20"
19,"Landslide","1371.56","16.45","1.20"
19,"High Top","2337.15","28.03","1.20"
17,"Discover","434.42","5.22","1.20"
11,"Jardon","147.94","1.78","1.20"
6,"Ship Shape","146.32","1.75","1.20"
7,"Hermanos","3581.10","42.84","1.20"
19,"Musial","572.54","6.86","1.20"
15,"Red Wing","2517.67","30.10","1.20"
19,"Cormorant","1804.20","21.42","1.19"
3,"Gorilla","1469.42","17.51","1.19"
4,"Great","549.95","6.54","1.19"
9,"Ebony","624.21","7.41","1.19"
7,"Special","613.82","7.33","1.19"
19,"High Quality","1954.09","23.28","1.19"
17,"Tri-State","4325.08","51.42","1.19"
1,"James Bay","144.72","1.72","1.19"
7,"Moms","994.79","11.75","1.18"
17,"Cutting Edge","1248.34","14.79","1.18"
19,"Golden","1500.56","17.69","1.18"
3,"Bravo","1793.69","21.13","1.18"
20,"Gorilla","303.54","3.59","1.18"
12,"Lake","916.63","10.80","1.18"
4,"Super","1058.25","12.48","1.18"
16,"Horatio","2710.38","31.59","1.17"
23,"Sunset","857.94","10.04","1.17"
13,"Gorilla","2435.76","28.62","1.17"
12,"Red Wing","2022.88","23.76","1.17"
17,"Just Right","2095.35","24.62","1.17"
1,"Fast","1297.31","15.19","1.17"
16,"High Quality","2444.00","28.48","1.17"
1,"Discover","212.81","2.47","1.16"
9,"Fast","534.42","6.18","1.16"
7,"Tell Tale","3430.08","39.83","1.16"
18,"Sunset","371.52","4.32","1.16"
10,"Medalist","326.57","3.80","1.16"
17,"Pearl","524.41","6.10","1.16"
11,"Fort West","2404.26","27.78","1.16"
12,"Excellent","623.33","7.21","1.16"
13,"Fantastic","1136.40","13.15","1.16"
24,"CDR","1884.47","21.62","1.15"
11,"Faux Products","1091.19","12.57","1.15"
7,"Nationeel","2792.57","32.13","1.15"
12,"Fort West","1987.87","22.90","1.15"
13,"Good","848.26","9.78","1.15"
19,"BBB Best","1617.25","18.59","1.15"
10,"Booker","806.13","9.26","1.15"
12,"Johnson","124.08","1.43","1.15"
10,"Golden","1067.35","12.16","1.14"
17,"Dual City","149.48","1.70","1.14"
15,"Carlson","1545.54","17.68","1.14"
1,"CDR","1031.10","11.72","1.14"
1,"Tri-State","1437.68","16.42","1.14"
11,"Nationeel","2943.80","33.56","1.14"
13,"Colossal","568.84","6.50","1.14"
17,"Hilltop","2294.63","26.24","1.14"
4,"Sunset","998.27","11.35","1.14"
16,"Best Choice","2541.67","28.74","1.13"
16,"Even Better","1630.03","18.38","1.13"
23,"Portsmouth","403.56","4.57","1.13"
3,"Jardon","136.20","1.54","1.13"
4,"Imagine","1096.54","12.41","1.13"
12,"Token","348.79","3.95","1.13"
19,"Sphinx","384.96","4.35","1.13"
12,"Colony","621.90","7.01","1.13"
1,"Medalist","338.26","3.80","1.12"
8,"CDR","1522.18","17.12","1.12"
24,"Tri-State","3215.28","35.87","1.12"
16,"Golden","2220.07","24.90","1.12"
6,"Golden","1908.70","21.13","1.11"
21,"PigTail","1296.67","14.39","1.11"
16,"Blue Label","1646.97","18.30","1.11"
20,"Tell Tale","677.39","7.55","1.11"
8,"Steady","865.74","9.61","1.11"
18,"Consolidated","222.80","2.47","1.11"
21,"Mighty Good","285.05","3.16","1.11"
16,"Denny","2587.31","28.58","1.10"
24,"Lake","889.30","9.77","1.10"
6,"Johnson","129.62","1.43","1.10"
21,"Carlson","1114.94","12.26","1.10"
19,"Monarch","327.74","3.60","1.10"
17,"Best Choice","3897.73","42.79","1.10"
12,"Musial","510.01","5.62","1.10"
6,"Thresher","556.84","6.14","1.10"
13,"Hermanos","5933.32","65.35","1.10"
13,"Fabulous","1423.50","15.50","1.09"
12,"Nationeel","2079.62","22.62","1.09"
24,"Sunset","2141.95","23.36","1.09"
1,"Big Time","1143.77","12.42","1.09"
11,"Horatio","2805.06","30.64","1.09"
17,"Jeffers","422.49","4.62","1.09"
24,"Tell Tale","2893.02","31.49","1.09"
1,"Pleasant","889.09","9.71","1.09"
1,"Fort West","1244.69","13.57","1.09"
19,"Sunset","1911.41","20.78","1.09"
11,"Ebony","3357.46","36.63","1.09"
17,"Cormorant","3262.75","35.65","1.09"
21,"Red Wing","1783.37","19.45","1.09"
17,"Booker","2029.18","21.90","1.08"
19,"Fast","1749.82","18.94","1.08"
6,"High Top","2725.32","29.46","1.08"
10,"High Top","1601.20","17.22","1.08"
20,"High Quality","501.80","5.40","1.08"
16,"Jeffers","245.07","2.65","1.08"
9,"Blue Label","276.46","2.99","1.08"
11,"Giant","418.89","4.52","1.08"
17,"Club","2156.00","23.18","1.08"
16,"Great","842.70","9.11","1.08"
10,"Tri-State","1697.03","18.27","1.08"
6,"Token","542.66","5.86","1.08"
4,"Fast","1446.57","15.58","1.08"
19,"Colossal","524.70","5.61","1.07"
1,"Steady","521.70","5.60","1.07"
20,"Sphinx","119.06","1.27","1.07"
3,"Denny","2536.00","27.02","1.07"
7,"Token","503.86","5.40","1.07"
24,"Plato","1747.20","18.78","1.07"
9,"Modell","117.69","1.26","1.07"
16,"Kiwi","211.03","2.25","1.07"
3,"Super","1990.92","21.19","1.06"
23,"Imagine","1061.52","11.22","1.06"
6,"Sunset","2047.93","21.66","1.06"
1,"Bravo","822.09","8.68","1.06"
11,"PigTail","1944.97","20.66","1.06"
7,"Pearl","410.90","4.35","1.06"
3,"High Top","2660.62","28.12","1.06"
7,"Carrington","2331.52","24.78","1.06"
11,"Club","1196.26","12.63","1.06"
8,"Carlson","1277.13","13.59","1.06"
15,"CDR","2089.67","22.14","1.06"
16,"Jardon","181.46","1.92","1.06"
15,"Blue Medal","469.26","4.93","1.05"
4,"Carrington","1117.34","11.72","1.05"
11,"Just Right","1486.46","15.56","1.05"
11,"Mighty Good","350.89","3.70","1.05"
21,"Thresher","398.92","4.20","1.05"
7,"Best","288.77","3.02","1.05"
24,"Cormorant","2221.32","23.27","1.05"
1,"Skinner","409.61","4.28","1.04"
11,"Steady","1200.13","12.45","1.04"
8,"Excellent","516.05","5.39","1.04"
3,"Choice","343.59","3.58","1.04"
12,"Jardon","147.68","1.54","1.04"
6,"Cormorant","1867.04","19.35","1.04"
15,"Fort West","2815.19","29.23","1.04"
23,"BBB Best","872.78","9.06","1.04"
21,"Jumbo","257.72","2.68","1.04"
11,"Quick","251.10","2.61","1.04"
11,"Moms","1004.65","10.44","1.04"
24,"Better","1305.33","13.53","1.04"
3,"Hermanos","3473.53","35.74","1.03"
8,"Blue Medal","352.39","3.63","1.03"
4,"Urban","125.72","1.30","1.03"
1,"Hermanos","1608.99","16.52","1.03"
4,"Johnson","80.21","0.83","1.03"
24,"Sphinx","504.57","5.22","1.03"
3,"Better","1466.63","15.14","1.03"
21,"Choice","258.95","2.67","1.03"
21,"Queen","86.22","0.89","1.03"
12,"Dollar","292.90","3.01","1.03"
15,"Tell Tale","3503.45","35.71","1.02"
17,"Bravo","2509.91","25.72","1.02"
12,"Excel","210.42","2.15","1.02"
15,"Sphinx","591.06","6.02","1.02"
17,"National","479.76","4.91","1.02"
8,"Imagine","1710.53","17.50","1.02"
19,"Horatio","2173.83","22.14","1.02"
20,"Tri-State","542.61","5.54","1.02"
11,"Consolidated","1302.56","13.27","1.02"
8,"Plato","1310.62","13.30","1.01"
13,"Plato","3054.51","30.81","1.01"
11,"American","1035.00","10.44","1.01"
24,"Urban","354.26","3.58","1.01"
21,"Good","475.81","4.82","1.01"
4,"Landslide","895.60","9.08","1.01"
19,"Tell Tale","2301.07","23.21","1.01"
24,"Atomic","554.00","5.60","1.01"
18,"Horatio","557.15","5.63","1.01"
3,"Jeffers","227.03","2.29","1.01"
11,"High Quality","2467.24","24.94","1.01"
17,"Musial","814.05","8.24","1.01"
10,"Super","1002.54","10.00","1.00"
9,"Nationeel","744.98","7.47","1.00"
7,"Fast","2512.60","25.12","1.00"
24,"Red Wing","2530.92","25.28","1.00"
12,"Moms","846.00","8.48","1.00"
23,"Gorilla","563.72","5.64","1.00"
11,"Robust","259.16","2.58","1.00"
18,"Tell Tale","706.91","7.08","1.00"
12,"Carrington","1766.39","17.68","1.00"
11,"Dollar","341.00","3.41","1.00"
6,"Bravo","1421.45","14.21","1.00"
23,"Blue Label","669.83","6.69","1.00"
21,"Horatio","2052.39","20.60","1.00"
7,"Consolidated","1086.22","10.90","1.00"
24,"High Top","2982.60","29.85","1.00"
12,"Special","273.27","2.74","1.00"
19,"Super","1775.96","17.73","1.00"
4,"Ebony","1468.33","14.66","1.00"
9,"Best Choice","646.78","6.42","0.99"
6,"Cutting Edge","701.12","6.96","0.99"
10,"Colony","250.17","2.48","0.99"
17,"CDR","2754.39","27.29","0.99"
7,"Curlew","162.84","1.62","0.99"
13,"Best Choice","4251.69","41.95","0.99"
1,"Top Measure","233.42","2.31","0.99"
12,"Skinner","567.13","5.59","0.99"
15,"Bravo","1865.41","18.50","0.99"
23,"High Top","1234.32","12.25","0.99"
17,"Consolidated","1811.69","17.99","0.99"
13,"Toucan","138.96","1.38","0.99"
1,"High Top","1429.26","14.16","0.99"
9,"Landslide","354.22","3.46","0.98"
16,"Imagine","2046.64","20.01","0.98"
24,"Denny","2297.45","22.52","0.98"
8,"Best Choice","1973.20","19.32","0.98"
16,"BBB Best","2005.45","19.75","0.98"
6,"Carlson","1433.19","14.10","0.98"
12,"High Quality","1971.35","19.23","0.98"
4,"Gulf Coast","348.92","3.43","0.98"
17,"Bird Call","1717.92","16.91","0.98"
16,"Moms","1107.37","10.82","0.98"
6,"Giant","272.36","2.66","0.98"
9,"Bravo","423.84","4.15","0.98"
9,"Hermanos","827.92","8.10","0.98"
12,"Hermanos","2819.66","27.22","0.97"
15,"High Quality","2835.16","27.63","0.97"
16,"Mighty Good","279.51","2.70","0.97"
11,"High Top","3046.16","29.66","0.97"
20,"Sunset","357.02","3.48","0.97"
8,"Washington","497.48","4.84","0.97"
24,"Jardon","123.50","1.20","0.97"
7,"Blue Label","1516.02","14.67","0.97"
7,"Club","1385.82","13.48","0.97"
24,"Pleasant","1541.33","14.97","0.97"
8,"Blue Label","1168.17","11.36","0.97"
23,"Sphinx","200.87","1.95","0.97"
8,"Lake","819.54","7.84","0.96"
24,"BBB Best","2035.83","19.48","0.96"
17,"Robust","464.42","4.45","0.96"
21,"Gorilla","966.56","9.30","0.96"
11,"Cormorant","2558.74","24.57","0.96"
19,"Tri-State","2440.55","23.39","0.96"
8,"Moms","838.54","8.09","0.96"
15,"Carrington","2573.76","24.58","0.96"
11,"Pleasant","1442.36","13.83","0.96"
7,"Fort West","2749.10","26.43","0.96"
12,"Just Right","1095.80","10.47","0.96"
9,"Big Time","418.61","4.02","0.96"
17,"Tell Tale","4623.03","44.16","0.96"
13,"Just Right","2270.70","21.91","0.96"
21,"Just Right","1056.73","10.09","0.95"
13,"Excel","380.38","3.62","0.95"
18,"Ebony","683.05","6.48","0.95"
24,"PigTail","1735.09","16.51","0.95"
4,"Big Time","1344.32","12.76","0.95"
18,"High Top","788.20","7.47","0.95"
20,"PigTail","448.25","4.24","0.95"
16,"Hermanos","3487.01","33.19","0.95"
4,"Portsmouth","283.94","2.70","0.95"
12,"Sphinx","361.52","3.43","0.95"
1,"Musial","308.57","2.92","0.95"
15,"High Top","2907.22","27.54","0.95"
3,"Hilltop","1501.92","14.30","0.95"
24,"Washington","791.31","7.43","0.94"
6,"Best Choice","2363.54","22.33","0.94"
13,"Bravo","2685.19","25.12","0.94"
12,"Portsmouth","583.26","5.47","0.94"
17,"Ebony","4384.24","41.09","0.94"
17,"Sunset","3038.64","28.45","0.94"
16,"Fabulous","775.87","7.31","0.94"
15,"Best Choice","2563.53","23.86","0.93"
13,"Imagine","3528.07","32.98","0.93"
11,"Golden","1937.35","17.97","0.93"
11,"Blue Medal","390.26","3.63","0.93"
17,"Mighty Good","489.99","4.55","0.93"
10,"Even Better","801.19","7.45","0.93"
21,"Hermanos","2519.85","23.32","0.93"
13,"Mighty Good","502.42","4.68","0.93"
19,"Hermanos","2608.52","24.26","0.93"
10,"Horatio","1419.53","13.27","0.93"
12,"Fast","2157.81","20.00","0.93"
18,"CDR","376.67","3.52","0.93"
24,"Super","2125.54","19.75","0.93"
13,"Giant","568.36","5.24","0.92"
12,"National","236.98","2.19","0.92"
17,"Good","789.19","7.30","0.92"
16,"Pleasant","1462.89","13.51","0.92"
4,"Skinner","306.00","2.83","0.92"
21,"Landslide","1333.94","12.28","0.92"
3,"Golden","2086.58","19.16","0.92"
7,"Gerolli","146.26","1.34","0.92"
6,"Denny","1955.44","18.07","0.92"
7,"Cormorant","2095.70","18.99","0.91"
24,"Golden","2110.73","19.18","0.91"
9,"Hilltop","419.67","3.81","0.91"
4,"Hermanos","1645.72","14.91","0.91"
19,"Medalist","455.13","4.12","0.91"
10,"Urban","197.54","1.79","0.91"
15,"Cormorant","2487.78","22.60","0.91"
13,"CDR","2880.86","26.11","0.91"
7,"Bravo","1702.21","15.40","0.90"
4,"Walrus","314.10","2.84","0.90"
11,"Gorilla","1690.40","15.27","0.90"
4,"Cormorant","1223.11","10.99","0.90"
15,"Token","485.25","4.38","0.90"
7,"Golden","2189.57","19.75","0.90"
16,"High Top","3109.74","27.87","0.90"
19,"Jeffers","214.84","1.93","0.90"
3,"PigTail","1799.79","16.16","0.90"
6,"Gulf Coast","693.72","6.24","0.90"
19,"Cutting Edge","646.20","5.80","0.90"
24,"Genteel","129.65","1.15","0.89"
24,"Pearl","323.93","2.88","0.89"
13,"Special","637.45","5.65","0.89"
13,"Nationeel","4724.84","42.06","0.89"
7,"Lake","952.24","8.51","0.89"
4,"Tell Tale","1579.96","14.12","0.89"
4,"Steady","535.02","4.77","0.89"
17,"PigTail","2614.40","23.30","0.89"
13,"Ebony","4584.47","40.58","0.89"
19,"Imagine","1669.22","14.84","0.89"
3,"Carrington","2242.82","19.98","0.89"
17,"Steady","1609.69","14.25","0.89"
12,"Pearl","278.09","2.46","0.88"
6,"Mighty Good","279.52","2.45","0.88"
18,"Best Choice","494.27","4.36","0.88"
21,"Fantastic","396.38","3.49","0.88"
18,"Denny","685.31","6.02","0.88"
17,"Super","2930.26","25.87","0.88"
13,"Modell","870.74","7.67","0.88"
15,"BBB Best","2041.55","18.05","0.88"
17,"Fort West","3596.62","31.62","0.88"
8,"Sunset","1832.21","16.07","0.88"
15,"Better","1401.59","12.30","0.88"
13,"Ship Shape","198.61","1.75","0.88"
21,"Portsmouth","434.29","3.79","0.87"
24,"Club","1567.60","13.60","0.87"
16,"Plato","1803.09","15.63","0.87"
17,"Nationeel","4003.02","35.01","0.87"
23,"Horatio","1052.32","9.12","0.87"
6,"Red Wing","2241.23","19.46","0.87"
23,"Nationeel","1338.77","11.55","0.86"
13,"Jumbo","444.89","3.84","0.86"
3,"Excellent","840.18","7.24","0.86"
20,"Ebony","602.07","5.16","0.86"
15,"Fantastic","620.01","5.36","0.86"
21,"Nationeel","2095.99","17.97","0.86"
10,"Tell Tale","1748.85","15.04","0.86"
23,"Landslide","743.24","6.39","0.86"
10,"Sunset","1081.13","9.29","0.86"
13,"Landslide","2633.69","22.53","0.86"
19,"Club","987.38","8.45","0.86"
15,"Choice","339.21","2.92","0.86"
13,"High Quality","3915.49","33.86","0.86"
24,"Imagine","2299.88","19.84","0.86"
20,"Cutting Edge","180.29","1.55","0.86"
24,"Ebony","2975.60","25.50","0.86"
12,"Horatio","2265.55","19.32","0.85"
23,"Bravo","680.07","5.80","0.85"
6,"Fabulous","797.11","6.80","0.85"
18,"Fabulous","273.70","2.34","0.85"
17,"Fabulous","1159.67","9.84","0.85"
20,"Denny","503.14","4.30","0.85"
10,"Carrington","1063.81","9.06","0.85"
10,"Just Right","679.47","5.75","0.85"
17,"Gauss","816.15","6.83","0.84"
7,"James Bay","204.86","1.72","0.84"
21,"Best Choice","2277.31","19.20","0.84"
24,"Faux Products","1173.45","9.81","0.84"
6,"Tell Tale","2795.51","23.60","0.84"
6,"Footnote","115.10","0.97","0.84"
23,"Walrus","287.58","2.41","0.84"
21,"Cormorant","1763.28","14.78","0.84"
1,"Carrington","1232.87","10.35","0.84"
18,"Fast","557.05","4.66","0.84"
8,"Jardon","143.16","1.20","0.84"
24,"Fast","2794.17","23.37","0.84"
17,"High Top","4319.03","36.14","0.84"
21,"Tell Tale","2573.74","21.65","0.84"
12,"Club","959.02","8.08","0.84"
1,"American","440.93","3.65","0.83"
6,"Blue Label","1461.71","12.09","0.83"
7,"Big Time","2676.09","22.16","0.83"
6,"Excel","186.01","1.54","0.83"
4,"Plato","744.39","6.20","0.83"
1,"Faux Products","807.27","6.71","0.83"
24,"Gorilla","1532.50","12.66","0.83"
8,"Tri-State","2380.67","19.78","0.83"
16,"Skinner","846.83","7.06","0.83"
21,"Plato","1414.11","11.77","0.83"
11,"BBB Best","1901.99","15.73","0.83"
20,"Super","410.45","3.39","0.83"
1,"Better","758.59","6.19","0.82"
15,"Ebony","2909.81","23.92","0.82"
6,"BBB Best","1820.04","14.92","0.82"
16,"Tri-State","2981.27","24.55","0.82"
17,"Great","1317.14","10.75","0.82"
7,"Tri-State","3049.71","25.03","0.82"
1,"Red Wing","1287.54","10.58","0.82"
21,"CDR","1399.84","11.45","0.82"
16,"Landslide","1663.59","13.56","0.82"
20,"Hermanos","622.20","5.12","0.82"
9,"Choice","77.74","0.64","0.82"
6,"Gauss","441.86","3.61","0.82"
3,"BBB Best","2030.04","16.63","0.82"
16,"Queen","108.63","0.89","0.82"
15,"Gulf Coast","693.52","5.69","0.82"
12,"Better","1222.33","9.86","0.81"
12,"Big Time","1427.22","11.59","0.81"
17,"Sphinx","764.62","6.22","0.81"
17,"Walrus","853.50","6.89","0.81"
16,"Fort West","2446.76","19.91","0.81"
10,"Fabulous","353.77","2.85","0.81"
21,"Big Time","1787.13","14.39","0.81"
13,"High Top","4269.50","34.55","0.81"
8,"Great","855.27","6.96","0.81"
6,"PigTail","1582.96","12.80","0.81"
15,"Atomic","658.32","5.32","0.81"
16,"Red Spade","1114.73","8.88","0.80"
15,"Tri-State","3213.67","25.74","0.80"
13,"Gulf Coast","1027.23","8.25","0.80"
10,"Token","322.91","2.58","0.80"
6,"Blue Medal","266.30","2.13","0.80"
3,"Tri-State","3162.02","25.35","0.80"
6,"Skinner","578.76","4.64","0.80"
21,"Special","364.44","2.91","0.80"
23,"Excellent","409.87","3.26","0.80"
19,"Carrington","1746.73","13.74","0.79"
23,"Blue Medal","166.71","1.32","0.79"
13,"Dual City","132.40","1.04","0.79"
23,"Hilltop","631.39","4.96","0.79"
23,"Top Measure","140.10","1.10","0.79"
20,"Better","321.25","2.55","0.79"
24,"Special","345.07","2.74","0.79"
12,"Great","806.26","6.38","0.79"
6,"Fast","2154.39","16.97","0.79"
15,"Denny","2427.52","19.21","0.79"
20,"Fast","547.05","4.29","0.78"
7,"Urban","333.70","2.60","0.78"
17,"Red Wing","3605.80","28.14","0.78"
17,"BBB Best","2674.81","20.76","0.78"
7,"Gorilla","1589.33","12.16","0.77"
21,"Gerolli","173.82","1.34","0.77"
6,"Fort West","2231.93","17.29","0.77"
13,"Portsmouth","966.93","7.48","0.77"
23,"Big Time","926.69","7.09","0.77"
13,"Pearl","657.53","5.08","0.77"
24,"Bravo","1690.40","12.98","0.77"
8,"PigTail","1284.82","9.95","0.77"
12,"Gorilla","1158.66","8.81","0.76"
17,"Big Time","3619.90","27.65","0.76"
12,"BBB Best","1420.82","10.74","0.76"
8,"Club","1152.37","8.81","0.76"
21,"Blue Medal","279.92","2.13","0.76"
7,"Blue Medal","462.77","3.51","0.76"
3,"Red Wing","2785.97","21.18","0.76"
16,"Cormorant","2301.08","17.39","0.76"
4,"Thresher","355.53","2.69","0.76"
4,"Modell","322.12","2.44","0.76"
11,"Carrington","2290.61","17.42","0.76"
12,"Ebony","2568.08","19.41","0.76"
24,"Landslide","1843.78","14.10","0.76"
13,"Consolidated","1851.43","14.13","0.76"
15,"Hermanos","3730.92","28.32","0.76"
1,"Washington","344.57","2.61","0.76"
17,"Imagine","3048.57","23.25","0.76"
7,"PigTail","1824.46","13.81","0.76"
17,"Lake","1273.10","9.73","0.76"
21,"Bird Call","965.92","7.38","0.76"
24,"Blue Label","1666.68","12.57","0.75"
3,"Plato","1765.68","13.32","0.75"
12,"Thresher","539.33","4.07","0.75"
11,"Plato","1731.94","13.03","0.75"
24,"High Quality","2739.83","20.61","0.75"
20,"Token","103.34","0.78","0.75"
18,"Atomic","88.28","0.66","0.75"
11,"Shady Lake","375.36","2.81","0.75"
19,"Blue Medal","285.64","2.13","0.75"
24,"Fort West","2359.11","17.81","0.75"
18,"Choice","85.64","0.64","0.75"
12,"Steady","856.22","6.40","0.75"
16,"Tell Tale","2973.18","21.98","0.74"
10,"CDR","1012.09","7.54","0.74"
24,"Steady","1124.39","8.33","0.74"
21,"Atomic","451.01","3.33","0.74"
18,"Tri-State","622.48","4.62","0.74"
3,"Monarch","423.05","3.11","0.74"
18,"Gorilla","360.63","2.66","0.74"
24,"Gulf Coast","875.58","6.41","0.73"
20,"Bravo","374.98","2.74","0.73"
15,"Washington","727.06","5.30","0.73"
3,"Portsmouth","752.12","5.47","0.73"
9,"Tell Tale","704.61","5.13","0.73"
16,"Bravo","1629.64","11.89","0.73"
16,"PigTail","1763.84","12.87","0.73"
4,"Medalist","182.66","1.34","0.73"
20,"Pearl","88.81","0.65","0.73"
16,"Faux Products","1376.22","10.01","0.73"
13,"BBB Best","3031.31","21.76","0.72"
3,"Pleasant","1622.26","11.73","0.72"
3,"Fast","2462.81","17.67","0.72"
24,"Gerolli","186.30","1.34","0.72"
21,"Golden","1501.06","10.77","0.72"
24,"Walrus","732.76","5.25","0.72"
9,"Lake","197.26","1.42","0.72"
7,"Imagine","2161.11","15.36","0.71"
11,"CDR","1944.36","13.89","0.71"
11,"Fabulous","824.61","5.89","0.71"
3,"Consolidated","1182.42","8.42","0.71"
13,"Cormorant","3601.73","25.58","0.71"
13,"Super","2984.31","21.28","0.71"
19,"Denny","2011.32","14.07","0.70"
3,"Carlson","1445.11","10.08","0.70"
6,"Moms","1054.98","7.37","0.70"
24,"Gauss","543.47","3.80","0.70"
17,"Fantastic","853.11","5.97","0.70"
7,"Jeffers","274.02","1.93","0.70"
11,"Monarch","417.23","2.90","0.70"
7,"Tip Top","112.56","0.79","0.70"
19,"Red Wing","1997.33","14.05","0.70"
3,"Sunset","1921.68","13.33","0.69"
6,"Nationeel","2413.89","16.69","0.69"
13,"Carrington","3405.61","23.35","0.69"
19,"Fort West","1874.70","12.88","0.69"
17,"Fast","3644.17","25.08","0.69"
8,"Booker","1094.19","7.60","0.69"
8,"Landslide","1314.83","9.08","0.69"
18,"Sphinx","194.06","1.32","0.68"
16,"Medalist","498.91","3.38","0.68"
1,"Bird Call","568.75","3.84","0.68"
23,"American","433.58","2.97","0.68"
24,"Best","288.26","1.97","0.68"
10,"Fort West","1332.36","9.01","0.68"
15,"Lake","1189.06","8.13","0.68"
15,"Hilltop","2115.44","14.39","0.68"
13,"Steady","1818.04","12.38","0.68"
15,"PigTail","1878.37","12.73","0.68"
13,"Swell","240.33","1.63","0.68"
9,"Bird Call","273.59","1.85","0.68"
13,"Fast","3902.72","26.53","0.68"
7,"Super","1922.37","12.95","0.67"
16,"Hilltop","1737.49","11.58","0.67"
4,"Moms","484.43","3.24","0.67"
17,"Skinner","1114.93","7.43","0.67"
10,"Hermanos","1844.68","12.45","0.67"
13,"Carlson","2355.66","15.83","0.67"
6,"Big Time","2109.86","14.11","0.67"
16,"Carlson","1438.89","9.58","0.67"
7,"Excel","317.59","2.13","0.67"
19,"Token","382.82","2.58","0.67"
3,"High Quality","2538.75","16.87","0.66"
12,"Plato","1508.79","10.01","0.66"
3,"Big Time","2551.23","16.91","0.66"
21,"Tri-State","2562.48","16.91","0.66"
23,"Lake","401.84","2.66","0.66"
21,"Even Better","1123.45","7.38","0.66"
10,"Walrus","394.20","2.59","0.66"
17,"Denny","3344.77","22.21","0.66"
7,"Pleasant","1658.49","10.80","0.65"
23,"Faux Products","641.83","4.16","0.65"
15,"Portsmouth","845.89","5.48","0.65"
12,"Consolidated","1123.16","7.32","0.65"
3,"Gulf Coast","813.87","5.27","0.65"
16,"Modell","601.42","3.93","0.65"
21,"High Quality","1634.93","10.65","0.65"
12,"Tell Tale","2501.48","16.34","0.65"
13,"Hilltop","2555.41","16.68","0.65"
23,"Club","703.17","4.60","0.65"
24,"Booker","1405.23","9.20","0.65"
24,"Red Spade","1125.56","7.34","0.65"
4,"Hilltop","907.79","5.90","0.65"
7,"Gulf Coast","735.41","4.78","0.65"
20,"Booker","284.41","1.85","0.65"
1,"Fantastic","385.86","2.52","0.65"
15,"Cutting Edge","986.44","6.44","0.65"
3,"Token","683.53","4.36","0.64"
12,"Carlson","1354.17","8.73","0.64"
19,"Fantastic","394.82","2.52","0.64"
8,"Denny","2091.25","13.35","0.64"
19,"Lake","767.22","4.88","0.64"
16,"Bird Call","1078.95","6.93","0.64"
13,"Big Time","3948.41","25.14","0.64"
16,"Washington","769.20","4.89","0.64"
16,"Just Right","1497.56","9.53","0.64"
13,"Dollar","606.49","3.87","0.64"
6,"American","893.80","5.71","0.64"
9,"Horatio","724.87","4.57","0.63"
12,"Giant","261.50","1.65","0.63"
11,"Johnson","189.46","1.20","0.63"
13,"Fort West","3743.66","23.65","0.63"
3,"Lake","1102.49","6.99","0.63"
11,"Imagine","2302.64","14.50","0.63"
19,"Bravo","1247.68","7.91","0.63"
23,"Choice","89.17","0.56","0.63"
1,"Golden","1082.78","6.66","0.62"
8,"Good","562.36","3.46","0.62"
18,"Nationeel","537.68","3.31","0.62"
24,"Excellent","876.57","5.44","0.62"
3,"Shady Lake","401.65","2.51","0.62"
6,"Ebony","2977.87","18.37","0.62"
