"product_id","product_name","total_revenue","returned_revenue","return_rate"
1411,"Sunset Large Sponge","1138.10","9.50","0.83"
1001,"American Chicken Hot Dogs","1224.72","10.08","0.82"
362,"Carlson Head Cheese","2417.73","19.85","0.82"
1413,"Gerolli Extra Lean Hamburger","2068.56","16.90","0.82"
435,"Steady 200 MG Ibuprofen","1731.96","14.15","0.82"
421,"Big Time Frozen Chicken Thighs","1814.25","14.75","0.81"
1309,"Booker Whole Milk","1698.86","13.84","0.81"
474,"Red Wing Screw Driver","1735.36","14.08","0.81"
417,"Big Time Frozen Broccoli","1694.56","13.60","0.80"
99,"Golden Pancake Mix","1182.36","9.44","0.80"
80,"Blue Medal Large Eggs","1822.26","14.52","0.80"
478,"Dollar Monthly Auto Magazine","1460.82","11.64","0.80"
512,"Tell Tale Plums","1375.48","10.96","0.80"
1019,"National Egg Substitute","1873.74","14.96","0.80"
142,"Denny Toilet Bowl Cleaner","1157.68","9.28","0.80"
1202,"Colossal Thai Rice","1977.88","15.76","0.80"
726,"Imagine Ice Cream Sandwich","1601.79","12.84","0.80"
1431,"Hermanos Elephant Garlic","1779.42","14.10","0.79"
535,"Fast Fudge Brownies","1442.72","11.36","0.79"
1528,"Modell Muffins","1237.08","9.76","0.79"
270,"Good Merlot Wine","1137.92","8.96","0.79"
413,"Big Time Lime Popsicles","1415.25","11.25","0.79"
708,"Imagine Low Fat French Fries","1858.40","14.72","0.79"
189,"High Top Baby Onion","1752.60","13.80","0.79"
104,"Golden Ice Cream Sandwich","1968.34","15.56","0.79"
1478,"Fort West Buttered Popcorn","1369.90","10.64","0.78"
1174,"Horatio Fondue Mix","1171.32","9.08","0.78"
648,"Bravo Turkey Noodle Soup","1403.52","10.88","0.78"
1477,"Fort West Cheese Crackers","1393.20","10.80","0.78"
53,"Club Sharp Cheddar Cheese","1859.15","14.44","0.78"
386,"Moms Potato Salad","1424.97","11.15","0.78"
721,"Imagine Pancake Mix","1154.86","9.04","0.78"
263,"Medalist Spaghetti","1957.00","15.20","0.78"
778,"Cormorant Copper Cleaner","1419.84","10.88","0.77"
1228,"Plato Regular Coffee","1136.61","8.76","0.77"
1171,"Horatio Avocado Dip","1656.78","12.72","0.77"
943,"Fabulous Diet Soda","1289.34","9.88","0.77"
1121,"Tri-State Red Pepper","2020.14","15.48","0.77"
676,"Gorilla Mild Cheddar Cheese","1720.67","13.16","0.76"
306,"Super Strawberry Jam","2094.84","15.84","0.76"
21,"Blue Label Vegetable Soup","1227.91","9.32","0.76"
131,"Faux Products Mint Mouthwash","1269.60","9.60","0.76"
1168,"Horatio No Salt Popcorn","2005.50","15.28","0.76"
717,"Imagine Frozen Carrots","2050.16","15.68","0.76"
302,"Super Oregano","1821.60","13.80","0.76"
1520,"Top Measure Chardonnay","1228.92","9.24","0.75"
239,"Best Choice Chocolate Donuts","1182.35","8.84","0.75"
1430,"Hermanos Lettuce","1780.80","13.44","0.75"
1491,"Fort West Frosted Cookies","1377.72","10.32","0.75"
295,"Super Grape Preserves","1656.72","12.48","0.75"
1245,"Plato Creamy Peanut Butter","1234.24","9.28","0.75"
647,"Bravo Chicken Noodle Soup","1452.20","10.96","0.75"
1552,"CDR Apple Jelly","1433.70","10.80","0.75"
1159,"Horatio Sugar Cookies","2041.20","15.12","0.74"
935,"BBB Best Strawberry Preserves","1509.20","11.20","0.74"
44,"Club Low Fat Sour Cream","1573.41","11.72","0.74"
1290,"Framton Eyeglass Screwdriver","1743.03","12.84","0.74"
1424,"Hermanos New Potatos","2103.58","15.64","0.74"
762,"Cormorant Paper Cups","2009.10","14.80","0.74"
1427,"Hermanos Onions","1775.61","13.08","0.74"
1138,"Tri-State Fancy Plums","1310.28","9.76","0.74"
121,"Faux Products Apricot Shampoo","1624.10","11.92","0.73"
1089,"High Quality Toilet Paper","1358.50","9.88","0.73"
1236,"Plato Pepper","1809.40","13.28","0.73"
575,"Shady Lake Thai Rice","1537.07","11.24","0.73"
1036,"PigTail Beef TV Dinner","1166.30","8.56","0.73"
502,"Tell Tale Fresh Lima Beans","2212.66","15.85","0.72"
1002,"American Pimento Loaf","1540.08","11.04","0.72"
1505,"Gulf Coast Semi-Sweet Chocolate Bar","1529.00","11.00","0.72"
405,"Big Time Apple Cinnamon Waffles","2051.64","14.76","0.72"
1331,"Carrington Low Fat Waffles","1528.92","10.96","0.72"
272,"Good White Zinfandel Wine","2177.87","15.64","0.72"
1173,"Horatio Cheese Dip","1288.98","9.24","0.72"
317,"Excellent Cola","1214.26","8.72","0.72"
1360,"Carrington Frozen Chicken Wings","1372.14","9.68","0.71"
1394,"Sunset 25 Watt Lightbulb","1426.92","10.12","0.71"
1199,"Colossal Ravioli","1451.52","10.24","0.71"
1556,"CDR Creamy Peanut Butter","1499.90","10.60","0.71"
533,"Fast Chocolate Chip Cookies","1364.88","9.68","0.71"
1336,"Carrington Frozen Sausage Pizza","1905.18","13.56","0.71"
1259,"Skinner Apple Juice","1200.54","8.56","0.71"
1277,"Pleasant Canned Peas","1424.94","10.16","0.71"
819,"Ebony Golden Delcious Apples","1587.21","11.08","0.70"
963,"Just Right Chicken Noodle Soup","1370.40","9.60","0.70"
546,"Fast Cheese Dip","1592.94","11.12","0.70"
1278,"Pleasant Chicken Ramen Soup","1624.32","11.28","0.69"
1237,"Plato Low Fat Apple Butter","1595.00","11.00","0.69"
218,"Best Choice BBQ Potato Chips","1489.52","10.32","0.69"
606,"Landslide Grape Preserves","1529.05","10.60","0.69"
330,"Better Chicken Soup","2292.48","15.92","0.69"
991,"Even Better Sharp Cheddar Cheese","1875.25","13.00","0.69"
407,"Big Time Turkey TV Dinner","1865.01","12.84","0.69"
529,"Fast BBQ Potato Chips","1278.96","8.76","0.68"
1284,"Pleasant Fancy Canned Oysters","1421.55","9.72","0.68"
1117,"Tri-State Green Pepper","1627.08","10.92","0.67"
437,"Steady HCL Nasal Spray","1183.97","7.88","0.67"
916,"BBB Best Decaf Coffee","1539.43","10.28","0.67"
175,"High Top New Potatos","2313.85","15.40","0.67"
609,"Landslide Pepper","1538.46","10.36","0.67"
1467,"Fort West BBQ Potato Chips","2328.00","15.52","0.67"
1092,"High Quality Room Freshener","1437.52","9.52","0.66"
200,"High Top Fancy Plums","1205.75","7.95","0.66"
464,"Red Wing Scented Toilet Tissue","1616.24","10.68","0.66"
793,"Ebony Summer Squash","1293.90","8.55","0.66"
1368,"Hilltop Extra Moisture Shampoo","2161.95","14.20","0.66"
1366,"Hilltop Deodorant","1664.28","11.04","0.66"
582,"Walrus Chardonnay","1767.00","11.40","0.65"
896,"Pearl Chablis Wine","1653.56","10.72","0.65"
309,"Super Extra Chunky Peanut Butter","2211.82","14.48","0.65"
507,"Tell Tale Macintosh Apples","1173.92","7.59","0.65"
344,"Better Fancy Canned Anchovies","1393.08","9.12","0.65"
157,"Denny Bees Wax Candles","1389.45","8.85","0.64"
251,"Best Choice Dried Apricots","1137.04","7.32","0.64"
924,"BBB Best Strawberry Jelly","1690.20","10.80","0.64"
756,"Cormorant Plastic Spoons","1264.96","8.04","0.64"
802,"Ebony Shitake Mushrooms","1420.25","8.97","0.63"
150,"Denny Scented Tissue","1631.85","10.35","0.63"
72,"Red Spade Corned Beef","1301.50","8.22","0.63"
146,"Denny AA-Size Batteries","1838.40","11.49","0.63"
640,"Bravo Canned String Beans","1245.79","7.77","0.62"
1160,"Horatio Chocolate Chip Cookies","1338.60","8.28","0.62"
607,"Landslide Columbian Coffee","1345.52","8.34","0.62"
768,"Cormorant AA-Size Batteries","1335.84","8.28","0.62"
1071,"High Quality Plastic Forks","1269.84","7.92","0.62"
556,"Fast Strawberry Fruit Roll","1563.25","9.75","0.62"
1049,"PigTail Frozen Chicken Wings","1890.33","11.79","0.62"
569,"Atomic Spicy Mints","1535.76","9.48","0.62"
335,"Better Regular Ramen Soup","1832.60","11.22","0.61"
1509,"Gulf Coast White Chocolate Bar","1472.12","8.94","0.61"
1094,"High Quality Copper Cleaner","1885.00","11.31","0.60"
489,"Tell Tale Onions","1200.18","7.23","0.60"
58,"Club Chocolate Milk","1145.76","6.93","0.60"
970,"Just Right Large Canned Shrimp","1545.67","9.33","0.60"
381,"Moms Cole Slaw","1160.34","6.99","0.60"
221,"Best Choice Sugar Cookies","1830.00","10.98","0.60"
776,"Cormorant Room Freshener","1933.33","11.67","0.60"
1545,"CDR Columbian Coffee","1165.61","6.87","0.59"
1493,"Fort West Apple Fruit Roll","1999.80","11.88","0.59"
1010,"American Corned Beef","1356.80","7.95","0.59"
990,"Even Better Cheese Spread","1575.60","9.36","0.59"
758,"Cormorant C-Size Batteries","1617.33","9.57","0.59"
8,"Washington Orange Juice","1341.62","7.77","0.58"
830,"Ebony Cantelope","1276.45","7.35","0.58"
798,"Ebony Beets","1395.65","8.13","0.58"
785,"Cormorant Screw Driver","1187.88","6.84","0.58"
698,"Cutting Edge Sliced Chicken","1211.60","6.99","0.58"
589,"Colony Cranberry Muffins","1375.35","7.95","0.58"
1059,"Bird Call Apricot Shampoo","1197.00","6.84","0.57"
805,"Ebony Red Pepper","1506.24","8.64","0.57"
73,"Red Spade Sliced Turkey","1230.24","6.99","0.57"
1296,"Booker Muenster Cheese","1320.26","7.53","0.57"
117,"Faux Products Deodorant","1443.75","8.25","0.57"
1066,"Bird Call Multi-Symptom Cold Remedy","1520.14","8.67","0.57"
1501,"Fort West Frosted Donuts","1330.56","7.56","0.57"
1363,"Hilltop Tartar Control Toothpaste","1417.78","7.98","0.56"
1534,"CDR Hot Chocolate","1487.30","8.34","0.56"
1310,"Booker Strawberry Yogurt","2133.28","11.94","0.56"
922,"BBB Best Grape Preserves","1388.24","7.77","0.56"
662,"Prelude Rosy Sunglasses","1228.20","6.90","0.56"
638,"Bravo Canned Beets","1685.25","9.45","0.56"
997,"Even Better 1% Milk","1766.73","9.87","0.56"
783,"Cormorant Scissors","1321.45","7.41","0.56"
671,"Gorilla Low Fat String Cheese","1579.27","8.79","0.56"
804,"Ebony Elephant Garlic","1191.19","6.63","0.56"
683,"Gorilla Strawberry Yogurt","1162.08","6.48","0.56"
1426,"Hermanos Prepared Salad","2030.82","11.22","0.55"
1005,"American Turkey Hot Dogs","1490.56","8.22","0.55"
1028,"PigTail Waffles","1214.08","6.72","0.55"
1056,"Bird Call Conditioning Shampoo","1605.64","8.79","0.55"
960,"Just Right Canned Tomatos","1165.30","6.45","0.55"
691,"Cutting Edge Low Fat Cole Slaw","1561.80","8.55","0.55"
858,"Nationeel Fondue Mix","1221.00","6.66","0.55"
847,"Nationeel Potato Chips","2112.00","11.52","0.55"
283,"Super Sesame Oil","1490.58","8.19","0.55"
599,"Landslide French Roast Coffee","1257.44","6.96","0.55"
1369,"Hilltop Angled Toothbrush","1886.04","10.14","0.54"
276,"Great Rye Bread","2134.58","11.58","0.54"
655,"Bravo Fancy Canned Anchovies","1293.60","6.93","0.54"
1129,"Tri-State Fresh Lima Beans","1370.52","7.29","0.53"
1047,"PigTail Popsicles","1837.87","9.69","0.53"
377,"Moms Low Fat Bologna","1182.30","6.30","0.53"
1152,"Tri-State Party Nuts","1480.69","7.89","0.53"
111,"Golden Frozen Chicken Wings","1980.12","10.44","0.53"
232,"Best Choice Salsa Dip","1493.84","7.89","0.53"
731,"Imagine Popsicles","2160.27","11.43","0.53"
1415,"Gauss Monthly Sports Magazine","2143.20","11.40","0.53"
1349,"Carrington Grape Popsicles","1653.00","8.70","0.53"
873,"Nationeel Dried Apricots","1363.00","7.05","0.52"
803,"Ebony Lettuce","2014.74","10.53","0.52"
570,"Atomic Mints","1242.00","6.48","0.52"
1191,"Musial Tasty Candy Bar","1207.50","6.30","0.52"
525,"Tell Tale Party Nuts","1653.00","8.55","0.52"
1387,"Sunset AAA-Size Batteries","2052.12","10.47","0.51"
812,"Ebony Dried Mushrooms","1953.90","10.02","0.51"
1324,"Lake Potato Salad","1976.07","9.93","0.50"
1416,"Gauss Monthly Auto Magazine","1665.22","8.34","0.50"
855,"Nationeel Avocado Dip","1486.97","7.23","0.49"
1352,"Carrington Ice Cream","1608.55","7.95","0.49"
1398,"Sunset Soft Napkins","1965.60","9.45","0.48"
1308,"Booker 1% Milk","1625.40","7.74","0.48"
55,"Club Large Curd Cottage Cheese","1484.00","7.00","0.47"
884,"Monarch Manicotti","1666.60","7.80","0.47"
764,"Cormorant Toilet Bowl Cleaner","1722.12","7.62","0.44"
1457,"Hermanos Cantelope","1529.72","6.68","0.44"
136,"Denny C-Size Batteries","1768.59","7.74","0.44"
193,"High Top Limes","1725.92","7.36","0.43"
695,"Cutting Edge Sliced Turkey","1629.76","7.04","0.43"
84,"Golden Frozen Chicken Breast","1317.89","5.62","0.43"
499,"Tell Tale Mushrooms","1367.52","5.92","0.43"
567,"Atomic Semi-Sweet Chocolate Bar","1151.50","4.70","0.41"
191,"High Top Fresh Lima Beans","1406.30","5.74","0.41"
614,"Landslide Apple Jelly","1855.98","7.56","0.41"
237,"Best Choice Mini Donuts","1313.20","5.36","0.41"
744,"Consolidated Childrens Aspirin","1927.63","7.82","0.41"
222,"Best Choice Chocolate Chip Cookies","1931.55","7.90","0.41"
966,"Just Right Canned Peas","1202.67","4.98","0.41"
673,"Gorilla Head Cheese","1386.44","5.48","0.40"
853,"Nationeel Low Fat Popcorn","1943.88","7.76","0.40"
1254,"Skinner Diet Soda","1827.66","7.34","0.40"
548,"Fast Mini Donuts","1455.80","5.80","0.40"
1077,"High Quality Paper Plates","1832.64","7.36","0.40"
78,"Blue Medal Large Brown Eggs","1132.23","4.38","0.39"
69,"Red Spade Low Fat Cole Slaw","1590.30","6.20","0.39"
1209,"Portsmouth Chardonnay","1387.80","5.40","0.39"
1000,"Even Better Blueberry Yogurt","1390.73","5.38","0.39"
1060,"Bird Call Childrens Aspirin","1475.18","5.74","0.39"
838,"Curlew Scallops","1323.54","5.16","0.39"
141,"Denny 75 Watt Lightbulb","2016.09","7.86","0.39"
1518,"Top Measure Chablis Wine","1816.32","7.04","0.39"
1543,"CDR Canola Oil","1302.00","4.96","0.38"
677,"Gorilla Large Curd Cottage Cheese","1574.72","5.92","0.38"
1470,"Fort West Sugar Cookies","1255.61","4.82","0.38"
508,"Tell Tale Golden Delcious Apples","1978.38","7.58","0.38"
746,"Consolidated 200 MG Ibuprofen","2085.52","7.96","0.38"
288,"Super French Roast Coffee","1510.08","5.72","0.38"
1058,"Bird Call Angled Toothbrush","1435.20","5.52","0.38"
318,"Excellent Diet Cola","1316.51","4.94","0.38"
303,"Super Apple Jelly","1377.72","5.16","0.37"
155,"Denny Frying Pan","2042.16","7.62","0.37"
634,"Radius Oatmeal","1353.55","5.06","0.37"
1205,"Portsmouth Light Wine","1409.20","5.20","0.37"
901,"Fantastic Pumpernickel Bread","1665.43","5.98","0.36"
326,"Best Grits","1375.79","4.94","0.36"
1311,"Booker Blueberry Yogurt","1764.56","6.44","0.36"
624,"Token Mango Drink","1348.08","4.92","0.36"
718,"Imagine Turkey TV Dinner","1306.16","4.64","0.36"
971,"Just Right Fancy Canned Anchovies","1576.05","5.70","0.36"
942,"Fabulous Cream Soda","1301.04","4.68","0.36"
602,"Landslide Vegetable Oil","1234.78","4.28","0.35"
498,"Tell Tale Tomatos","1443.30","5.10","0.35"
452,"Red Wing 75 Watt Lightbulb","1435.92","4.96","0.35"
1110,"Tri-State Corn on the Cob","1615.60","5.60","0.35"
1136,"Tri-State Red Delcious Apples","2086.58","7.22","0.35"
1180,"Horatio Frosted Cookies","2262.00","7.80","0.34"
1345,"Carrington Turkey TV Dinner","2178.56","7.36","0.34"
223,"Best Choice Fudge Cookies","1894.86","6.38","0.34"
379,"Moms Foot-Long Hot Dogs","2325.40","7.70","0.33"
349,"Swell Canned Mixed Fruit","1408.68","4.68","0.33"
414,"Big Time Ice Cream","1664.77","5.54","0.33"
394,"Big Time Orange Popsicles","1918.69","6.26","0.33"
937,"BBB Best Apple Preserves","2184.05","7.22","0.33"
1373,"Hilltop 200 MG Ibuprofen","2170.80","7.20","0.33"
751,"Consolidated Childrens Cold Remedy","1370.94","4.38","0.32"
60,"Club Whole Milk","1175.72","2.66","0.23"
781,"Cormorant Copper Pot Scrubber","1820.95","3.95","0.22"
50,"Club Havarti Cheese","1884.15","3.95","0.21"
77,"Blue Medal Small Brown Eggs","1341.20","2.80","0.21"
955,"Just Right Creamed Corn","1846.06","3.83","0.21"
1119,"Tri-State Lettuce","1575.49","3.17","0.20"
151,"Denny Toilet Paper","1422.99","2.91","0.20"
1341,"Carrington Frozen Cheese Pizza","1756.05","3.45","0.20"
235,"Best Choice Cheese Dip","1771.45","3.55","0.20"
186,"High Top Cauliflower","1137.30","2.23","0.20"
706,"Imagine Frozen Chicken Breast","1799.20","3.46","0.19"
979,"James Bay Eyeglass Screwdriver","2033.64","3.78","0.19"
933,"BBB Best Strawberry Jam","1791.40","3.38","0.19"
367,"Carlson 2% Milk","1828.76","3.49","0.19"
1495,"Fort West Raspberry Fruit Roll","1830.48","3.48","0.19"
1516,"Top Measure Light Wine","1868.16","3.36","0.18"
1150,"Tri-State Oranges","1757.69","3.19","0.18"
500,"Tell Tale Baby Onion","1494.92","2.66","0.18"
1282,"Pleasant Fancy Canned Anchovies","2070.88","3.44","0.17"
1299,"Booker Havarti Cheese","1614.60","2.76","0.17"
1440,"Hermanos Fresh Lima Beans","1626.99","2.81","0.17"
