"store_id","sale_month","total_quantity","prev_month_qty","qty_change","status"
24,"1997-01-01 00:00:00+05:30","2162",NULL,NULL,"No change"
24,"1997-02-01 00:00:00+05:30","1879","2162","-283","Decline"
24,"1997-03-01 00:00:00+05:30","2215","1879","336","Growth"
24,"1997-04-01 00:00:00+05:30","2043","2215","-172","Decline"
24,"1997-05-01 00:00:00+05:30","2079","2043","36","Growth"
24,"1997-06-01 00:00:00+05:30","2003","2079","-76","Decline"
24,"1997-07-01 00:00:00+05:30","1970","2003","-33","Decline"
24,"1997-08-01 00:00:00+05:30","2622","1970","652","Growth"
24,"1997-09-01 00:00:00+05:30","2027","2622","-595","Decline"
24,"1997-10-01 00:00:00+05:30","1620","2027","-407","Decline"
24,"1997-11-01 00:00:00+05:30","2329","1620","709","Growth"
24,"1997-12-01 00:00:00+05:30","2686","2329","357","Growth"
24,"1998-01-01 00:00:00+05:30","2221","2686","-465","Decline"
24,"1998-02-01 00:00:00+05:30","1796","2221","-425","Decline"
24,"1998-03-01 00:00:00+05:30","2512","1796","716","Growth"
24,"1998-04-01 00:00:00+05:30","1979","2512","-533","Decline"
24,"1998-05-01 00:00:00+05:30","2150","1979","171","Growth"
24,"1998-06-01 00:00:00+05:30","2285","2150","135","Growth"
24,"1998-07-01 00:00:00+05:30","2072","2285","-213","Decline"
24,"1998-08-01 00:00:00+05:30","1840","2072","-232","Decline"
24,"1998-09-01 00:00:00+05:30","2234","1840","394","Growth"
24,"1998-10-01 00:00:00+05:30","1999","2234","-235","Decline"
24,"1998-11-01 00:00:00+05:30","3134","1999","1135","Growth"
24,"1998-12-01 00:00:00+05:30","2560","3134","-574","Decline"
